"id" "pid" "Sex" "Race" "Age" "Time" "SES" "PreK" "District_Poverty" "Math" "Reading" "Science" "DCCS" "Numbers_Reversed" "Numbers_Reversed_.W.ability." "time" "time2"
10015990 10015990 "Male" "Hispanic" 73.91 "Spring kindergarten" -0.837 "center" 51 45.9979 61.4724 24.5258 15 99 462 1 0.5
10016012 10016012 "Female" "Black" 74.47 "Spring kindergarten" -0.754 "center" 21 35.2742 65.3954 28.0446 13 70 403 1 0.5
10016021 10016021 "Female" "White" 66.97 "Spring kindergarten" 0.7573 "center" 3 51.9257 65.2804 50.5188 18 113 470 1 0.5
10016089 10016089 "Male" "White" 78.48 "Spring kindergarten" 0.5884 "center" 7 56.3456 117.0668 40.8158 16 115 489 1 0.5
10016151 10016151 "Male" "White" 79.5 "Spring kindergarten" -0.099 "center" 24 37.4127 57.4336 34.0114 13 74 426 1 0.5
10016183 10016183 "Female" "other" 76.6 "Spring kindergarten" -0.388 "relative" 10 49.2058 58.2231 32.791 15 74 419 1 0.5
10016232 10016232 "Female" "Asian" 68.02 "Spring kindergarten" -0.75 "center" 14 43.1119 63.1909 22.8305 15 111 470 1 0.5
10016242 10016242 "Male" "White" 69.6 "Spring kindergarten" 0.1909 "none" . 72.6237 77.4508 36.5483 17 109 470 1 0.5
10016267 10016267 "Female" "White" 75.19 "Spring kindergarten" 0.1822 "center" 23 36.5894 59.98 32.6027 15 91 448 1 0.5
10016360 10016360 "Male" "Black" 75.78 "Spring kindergarten" 0.5003 "center" 19 57.264 86.6011 30.3444 16 107 476 1 0.5
10016448 10016448 "Male" "White" 76.6 "Spring kindergarten" 0.1537 "center" 12 56.4517 73.7626 39.3509 18 106 476 1 0.5
10016466 10016466 "Female" "Black" 73.81 "Spring kindergarten" -0.686 "none" 36 33.4738 65.2022 30.7775 15 70 403 1 0.5
10016489 10016489 "Female" "Black" 77.1 "Spring kindergarten" -1.28 . . 40.2757 58.5217 28.9588 15 89 448 1 0.5
10016553 10016553 "Female" "Black" 72.56 "Spring kindergarten" -0.844 "none" 38 37.8841 53.9206 20.8936 16 71 403 1 0.5
10016696 10016696 "Female" "White" 70.68 "Spring kindergarten" 0.7577 "center" . 62.6979 68.3321 34.8507 13 95 448 1 0.5
10016848 10016848 "Female" "Asian" 69.14 "Spring kindergarten" 0.8729 "center" 9 47.4646 53.691 25.5924 14 105 462 1 0.5
10016865 10016865 "Female" "White" 68.68 "Spring kindergarten" 0.0227 "center" 9 36.2217 55.6369 35.3036 15 80 410 1 0.5
10016909 10016909 "Female" "Black" 78.51 "Spring kindergarten" -1.05 "center" 44 45.1335 70.3584 33.1196 17 99 470 1 0.5
10016916 10016916 "Male" "Hispanic" 69.01 "Spring kindergarten" -1.17 "relative" 34 40.5632 62.1976 21.079 15 114 476 1 0.5
10016921 10016921 "Male" "White" 67.86 "Spring kindergarten" 0.8088 "center" 29 54.5291 97.4016999999999 42.6016 18 123 489 1 0.5
10016929 10016929 "Female" "Black" 68.91 "Spring kindergarten" -1.02 "relative" 11 28.2254 63.171 26.7239 6 98 448 1 0.5
10016965 10016965 "Female" "White" 74.01 "Spring kindergarten" . . 8 49.9824 62.1856 46.7287 18 81 426 1 0.5
10016975 10016975 "Female" "Black" 75.75 "Spring kindergarten" -0.825 "relative" 37 49.2952 64.9691 24.3452 16 107 476 1 0.5
10016985 10016985 "Male" "White" 80.42 "Spring kindergarten" 0.2218 "center" 9 65.3978 70.9565 40.3753 16 103 476 1 0.5
10017000 10017000 "Male" "White" 79.56 "Spring kindergarten" 1.141 "center" 10 68.8385 70.4443 47.6438 18 108 483 1 0.5
10017021 10017021 "Female" "Asian" 67.46 "Spring kindergarten" -0.098 "center" 15 40.7681 65.1482 27.905 15 120 483 1 0.5
10017142 10017142 "Female" "White" 72.3 "Spring kindergarten" 0.6968 "center" . 50.7809 73.2487 40.2843 16 101 462 1 0.5
10017197 10017197 "Male" "White" 77.85 "Spring kindergarten" -0.621 "relative" 16 41.0349 70.9487 25.4643 17 64 403 1 0.5
10017262 10017262 "Male" "Asian" 72.13 "Spring kindergarten" . . 21 52.4699 56.7356 32.5234 15 106 470 1 0.5
10017298 10017298 "Male" "Hispanic" . "Spring kindergarten" -0.884 "center" . . . . . . . 1 0.5
10017378 10017378 "Male" "White" 69.04 "Spring kindergarten" -0.122 "center" . 58.1758 94.8309 47.3453 17 118 483 1 0.5
10017383 10017383 "Female" "Asian" 65.82 "Spring kindergarten" . . 9 39.5349 53.2205 22.5962 17 79 403 1 0.5
10017401 10017401 "Male" "White" 71.11 "Spring kindergarten" -0.074 "none" 17 46.7891 64.1462 33.3442 12 102 462 1 0.5
10017481 10017481 "Female" "Black" 74.63 "Spring kindergarten" 0.6214 "center" . 64.1773 100.3131 41.1808 17 112 483 1 0.5
10017490 10017490 "Female" "Asian" 78.77 "Spring kindergarten" 1.181 "center" 10 74.4462 100.4026 44.7352 18 109 483 1 0.5
10017558 10017558 "Male" "White" 63.42 "Spring kindergarten" 0.6029 "center" . 59.1495 81.0911 39.4661 14 121 476 1 0.5
10017577 10017577 "Male" "White" 77.49 "Spring kindergarten" 0.5305 "center" 24 39.6387 63.0719 44.3953 17 89 448 1 0.5
10017595 10017595 "Male" "White" 76.57 "Spring kindergarten" 1.281 "center" 15 66.7877 70.4849 37.9887 13 101 470 1 0.5
10017621 10017621 "Male" "White" 68.88 "Spring kindergarten" 1.965 "center" . 57.7861 80.0675 42.6579 15 105 462 1 0.5
10017839 10017839 "Female" "White" . "Spring kindergarten" -1.15 "relative" . . . . . . . 1 0.5
10017843 10017843 "Female" "Black" 73.58 "Spring kindergarten" . . 24 32.9426 57.3903 26.7335 14 70 403 1 0.5
10017929 10017929 "Male" "White" 75.58 "Spring kindergarten" -0.17 "center" 17 49.153 59.6511 34.2344 17 90 448 1 0.5
10017947 10017947 "Male" "White" 76.37 "Spring kindergarten" -0.008 "center" 19 48.1418 67.9021 38.8939 18 79 426 1 0.5
10018037 10018037 "Male" "Hispanic" 78.18 "Spring kindergarten" 0.2518 "center" 21 46.3422 69.0401 38.9252 14 77 426 1 0.5
10018150 10018150 "Male" "other" 73.05 "Spring kindergarten" 0.3793 "center" 22 52.5964 72.6622 37.4269 17 105 470 1 0.5
10000041 10000041 "Male" "White" . "Fall first-grade" 1.223 "center" 5 . . . . . . 2 1
10000118 10000118 "Male" "White" . "Fall first-grade" 1.015 "center" 13 . . . . . . 2 1
10000131 10000131 "Female" "White" 80.12 "Fall first-grade" 0.2251 . 45 58.266 85.3657 40.0949 18 108 483 2 1
10000141 10000141 "Female" "White" . "Fall first-grade" 1.614 "center" 36 . . . . . . 2 1
10000181 10000181 "Male" "White" 88.83 "Fall first-grade" 1.194 "center" . 68.8085 95.1871999999999 34.9486 16 79 448 2 1
10000207 10000207 "Female" "Hispanic" . "Fall first-grade" . . 22 . . . . . . 2 1
10000214 10000214 "Female" "White" 80.98 "Fall first-grade" 0.8916 "center" 3 54.9076 70.5128 45.2018 18 86 448 2 1
10000216 10000216 "Female" "White" . "Fall first-grade" . . . . . . . . . 2 1
10000258 10000258 "Male" "White" . "Fall first-grade" -0.318 "none" 24 . . . . . . 2 1
10000298 10000298 "Male" "White" . "Fall first-grade" 0.9403 "center" . . . . . . . 2 1
10000417 10000417 "Male" "other" . "Fall first-grade" -0.79 "center" 11 . . . . . . 2 1
10000479 10000479 "Female" "Hispanic" 70.98 "Fall first-grade" -0.848 "center" 28 45.7898 62.0458 25.1978 15 89 435 2 1
10000561 10000561 "Male" "Asian" . "Fall first-grade" 0.3445 "center" . . . . . . . 2 1
10000585 10000585 "Female" "White" . "Fall first-grade" 0.4259 "center" . . . . . . . 2 1
10000623 10000623 "Female" "White" 75.81 "Fall first-grade" -0.082 "non-relative" 10 57.5916 82.0478 43.5197 18 102 470 2 1
10000760 10000760 "Male" "White" . "Fall first-grade" 0.7129 "center" . . . . . . . 2 1
10000772 10000772 "Female" "Hispanic" . "Fall first-grade" 1.149 "center" . . . . . . . 2 1
10000854 10000854 "Female" "White" . "Fall first-grade" 0.1971 . . . . . . . . 2 1
10000902 10000902 "Male" "White" . "Fall first-grade" 0.1284 "center" 12 . . . . . . 2 1
10000934 10000934 "Male" "Black" . "Fall first-grade" -0.069 "center" 16 . . . . . . 2 1
10000959 10000959 "Female" "White" . "Fall first-grade" 0.0347 "none" . . . . . . . 2 1
10001046 10001046 "Male" "White" . "Fall first-grade" -0.426 "center" 19 . . . . . . 2 1
10001111 10001111 "Female" "White" . "Fall first-grade" -0.75 "relative" 11 . . . . . . 2 1
10001131 10001131 "Female" "White" . "Fall first-grade" 1.64 "center" . . . . . . . 2 1
10001235 10001235 "Male" "Asian" . "Fall first-grade" . . . . . . . . . 2 1
10001258 10001258 "Male" "other" 71.21 "Fall first-grade" . . 18 58.0588 67.2039 20.5321 17 121 489 2 1
10001315 10001315 "Female" "White" . "Fall first-grade" -0.511 "none" 12 . . . . . . 2 1
10001456 10001456 "Male" "Hispanic" 74.5 "Fall first-grade" -0.043 "center" 28 54.6932 68.8623 26.7874 15 123 496 2 1
10001546 10001546 "Female" "Hispanic" 81.17 "Fall first-grade" -1.01 "none" 45 48.3565 67.1841 26.4147 10 60 403 2 1
10001684 10001684 "Female" "White" . "Fall first-grade" 0.7181 "center" 4 . . . . . . 2 1
10001685 10001685 "Male" "White" . "Fall first-grade" -0.164 "relative" 27 . . . . . . 2 1
10001725 10001725 "Female" "White" 78.77 "Fall first-grade" -0.673 "center" 26 40.192 57.0146 34.9336 15 104 476 2 1
10001751 10001751 "Male" "White" 76.87 "Fall first-grade" -0.79 "center" 26 38.6677 62.0645 30.5035 15 101 470 2 1
10001826 10001826 "Male" "Hispanic" . "Fall first-grade" -1.14 "center" 32 . . . . . . 2 1
10001859 10001859 "Female" "Asian" . "Fall first-grade" 0.3595 "relative" 12 . . . . . . 2 1
10001938 10001938 "Female" "Hispanic" 74.53 "Fall first-grade" -0.521 "center" 27 62.411 73.7216 33.6378 17 112 483 2 1
10002058 10002058 "Female" "Black" 82.75 "Fall first-grade" . . 10 56.377 83.0771 26.2714 16 84 448 2 1
10002091 10002091 "Female" "White" 79.59 "Fall first-grade" -0.331 "center" 24 46.3444 87.2345 26.5332 14 94 462 2 1
10002203 10002203 "Female" "White" . "Fall first-grade" 1.266 "center" 10 . . . . . . 2 1
10002242 10002242 "Female" "White" . "Fall first-grade" . . 16 . . . . . . 2 1
10002324 10002324 "Female" "other" 81.27 "Fall first-grade" 0.215 "relative" 12 42.1007 57.0519 19.6944 6 60 403 2 1
10002392 10002392 "Female" "Hispanic" . "Fall first-grade" 0.0448 "center" . . . . . . . 2 1
10002533 10002533 "Male" "White" . "Fall first-grade" -0.978 "non-relative" 24 . . . . . . 2 1
10002549 10002549 "Male" "Black" . "Fall first-grade" -0.686 "none" 25 . . . . . . 2 1
10002552 10002552 "Female" "Hispanic" . "Fall first-grade" -0.734 "none" 16 . . . . . . 2 1
10002610 10002610 "Male" "White" 84.33 "Fall first-grade" 0.6137 "center" 3 60.1319 97.7038 45.689 18 105 483 2 1
10002622 10002622 "Male" "Black" . "Fall first-grade" . . . . . . . . . 2 1
10002744 10002744 "Female" "Black" . "Fall first-grade" -0.453 "none" . . . . . . . 2 1
10002902 10002902 "Female" "White" 81.34 "Fall first-grade" -0.518 "none" 15 52.6737 71.2328 36.6945 18 86 448 2 1
10002934 10002934 "Female" "Asian" . "Fall first-grade" 0.6596 "center" 8 . . . . . . 2 1
10002948 10002948 "Male" "White" 83.44 "Fall first-grade" -0.423 "center" 22 65.007 86.3631999999999 40.6867 16 84 448 2 1
10002949 10002949 "Male" "Hispanic" . "Fall first-grade" -0.488 "center" 10 . . . . . . 2 1
10003000 10003000 "Female" "Hispanic" 74.37 "Fall first-grade" -0.432 "relative" 23 55.9031 72.1072 23.0593 14 113 483 2 1
10003048 10003048 "Male" "White" . "Fall first-grade" . . 30 . . . . . . 2 1
10003176 10003176 "Female" "White" . "Fall first-grade" -0.006 "center" 15 . . . . . . 2 1
10003242 10003242 "Male" "White" . "Fall first-grade" . . 15 . . . . . . 2 1
10003251 10003251 "Female" "Hispanic" 75.91 "Fall first-grade" -0.793 "center" 32 43.2592 61.8061 23.3655 13 90 448 2 1
10003286 10003286 "Female" "other" . "Fall first-grade" -0.77 "center" 36 . . . . . . 2 1
10003385 10003385 "Female" "White" . "Fall first-grade" -0.528 "relative" 26 . . . . . . 2 1
10003496 10003496 "Male" "White" . "Fall first-grade" -0.58 "none" . . . . . . . 2 1
10003541 10003541 "Male" "other" 77.79 "Fall first-grade" -0.75 "center" 23 44.9873 67.5983 47.1191 16 81 435 2 1
10003613 10003613 "Male" "White" . "Fall first-grade" -0.605 "none" 23 . . . . . . 2 1
10003623 10003623 "Female" "White" . "Fall first-grade" -0.048 "center" 14 . . . . . . 2 1
10003798 10003798 "Male" "White" 75.19 "Fall first-grade" -0.944 "relative" 22 16.2003 49.2755 31.8436 10 68 403 2 1
10003960 10003960 "Female" "White" 81.4 "Fall first-grade" -0.844 "none" 3 52.9506 70.0677 39.4157 13 107 483 2 1
10003991 10003991 "Female" "White" . "Fall first-grade" 0.0776 "none" 19 . . . . . . 2 1
10004130 10004130 "Male" "Hispanic" . "Fall first-grade" 0.0943 "center" 16 . . . . . . 2 1
10004135 10004135 "Male" "Black" . "Fall first-grade" 0.0426 . 20 . . . . . . 2 1
10004232 10004232 "Female" "Hispanic" . "Fall first-grade" -0.152 "non-relative" 41 . . . . . . 2 1
10004234 10004234 "Male" "other" . "Fall first-grade" 0.9662 . . . . . . . . 2 1
10004265 10004265 "Female" "Black" 82.42 "Fall first-grade" 0.0388 "relative" 10 64.1747 66.4013 30.9535 16 92 462 2 1
10004267 10004267 "Male" "White" . "Fall first-grade" -0.795 "center" 31 . . . . . . 2 1
10004324 10004324 "Male" "White" . "Fall first-grade" -0.844 "center" 31 . . . . . . 2 1
10004346 10004346 "Female" "Black" . "Fall first-grade" -1.02 "center" 38 . . . . . . 2 1
10004377 10004377 "Male" "White" . "Fall first-grade" -0.819 "center" . . . . . . . 2 1
10004389 10004389 "Female" "White" . "Fall first-grade" 0.8692 "center" . . . . . . . 2 1
10004399 10004399 "Male" "White" . "Fall first-grade" 2.011 "center" 25 . . . . . . 2 1
10004591 10004591 "Female" "Black" . "Fall first-grade" . . 38 . . . . . . 2 1
10004733 10004733 "Female" "Hispanic" . "Fall first-grade" -0.662 "none" 17 . . . . . . 2 1
10004767 10004767 "Male" "White" . "Fall first-grade" -0.165 "center" . . . . . . . 2 1
10004824 10004824 "Female" "Hispanic" 82.06 "Fall first-grade" . . 31 76.2928 88.8696 32.9397 16 97 470 2 1
10004837 10004837 "Male" "White" . "Fall first-grade" 0.9711 "center" 5 . . . . . . 2 1
10004843 10004843 "Male" "Hispanic" . "Fall first-grade" -1.25 "none" 38 . . . . . . 2 1
10004849 10004849 "Male" "White" . "Fall first-grade" 0.1634 "center" 15 . . . . . . 2 1
10004872 10004872 "Male" "other" . "Fall first-grade" -0.066 "center" 13 . . . . . . 2 1
10004974 10004974 "Female" "Hispanic" . "Fall first-grade" 0.0094 "relative" 19 . . . . . . 2 1
10004988 10004988 "Male" "White" . "Fall first-grade" -0.592 "none" 38 . . . . . . 2 1
10005035 10005035 "Male" "White" . "Fall first-grade" -1.56 "center" 15 . . . . . . 2 1
10005386 10005386 "Male" "Black" . "Fall first-grade" -0.047 "relative" 28 . . . . . . 2 1
10005504 10005504 "Male" "White" . "Fall first-grade" 0.2353 "center" 12 . . . . . . 2 1
10005524 10005524 "Male" "Asian" . "Fall first-grade" 1.194 . 12 . . . . . . 2 1
10005571 10005571 "Male" "Black" . "Fall first-grade" -0.265 "relative" 31 . . . . . . 2 1
10005787 10005787 "Male" "Hispanic" 80.09 "Fall first-grade" -0.565 "none" 37 58.3515 73.91 26.5324 16 98 470 2 1
10005868 10005868 "Female" "Black" . "Fall first-grade" -1.09 "relative" 23 . . . . . . 2 1
10005897 10005897 "Male" "White" . "Fall first-grade" 0.3114 "center" 13 . . . . . . 2 1
10005906 10005906 "Female" "Asian" 81.96 "Fall first-grade" -0.449 "center" 15 51.8651 70.9151 29.0651 15 111 489 2 1
10006060 10006060 "Male" "White" 73.28 "Fall first-grade" . . 10 38.9004 70.5153 39.8729 17 119 489 2 1
10006076 10006076 "Male" "White" 91.17 "Fall first-grade" -0.049 "center" 34 49.4123 67.3737 32.337 16 105 489 2 1
10006090 10006090 "Male" "other" 75.78 "Fall first-grade" -0.075 "none" 32 54.8099 64.7446 22.8299 6 67 403 2 1
10006287 10006287 "Male" "Hispanic" . "Fall first-grade" . . 25 . . . . . . 2 1
10006334 10006334 "Male" "Hispanic" . "Fall first-grade" -0.761 "none" 18 . . . . . . 2 1
10006407 10006407 "Male" "Hispanic" 77.16 "Fall first-grade" 0.0362 "none" 51 55.9847 88.4597 21.1052 15 106 476 2 1
10006512 10006512 "Male" "White" . "Fall first-grade" -0.845 "none" 31 . . . . . . 2 1
10006540 10006540 "Male" "Black" . "Fall first-grade" . . 38 . . . . . . 2 1
10006601 10006601 "Male" "White" . "Fall first-grade" 0.8701 "center" . . . . . . . 2 1
10006602 10006602 "Male" "other" 81.24 "Fall first-grade" -0.83 "none" 22 52.9294 85.2234 48.7427 16 102 476 2 1
10006605 10006605 "Male" "other" . "Fall first-grade" -0.673 "none" 20 . . . . . . 2 1
10006608 10006608 "Female" "White" . "Fall first-grade" 0.1626 "center" 10 . . . . . . 2 1
10006675 10006675 "Female" "White" . "Fall first-grade" -0.197 "center" 24 . . . . . . 2 1
10006679 10006679 "Female" "White" 71.44 "Fall first-grade" 0.9313 "center" 3 47.4009 56.6348 27.7485 17 95 448 2 1
10006834 10006834 "Male" "White" . "Fall first-grade" -0.33 "none" 23 . . . . . . 2 1
10006899 10006899 "Male" "White" 83.31 "Fall first-grade" 0.5141 "center" 16 79.6085 100.9716 49.2911 14 100 476 2 1
10006902 10006902 "Female" "White" . "Fall first-grade" -0.156 "non-relative" . . . . . . . 2 1
10006927 10006927 "Female" "White" 73.08 "Fall first-grade" -0.303 "none" 3 89.1719 119.8483 47.4548 18 114 483 2 1
10006985 10006985 "Male" "White" . "Fall first-grade" 0.4637 "center" 8 . . . . . . 2 1
10006994 10006994 "Male" "White" . "Fall first-grade" -0.318 "center" 6 . . . . . . 2 1
10007069 10007069 "Male" "Black" . "Fall first-grade" -0.398 "center" . . . . . . . 2 1
10007124 10007124 "Male" "Black" . "Fall first-grade" -0.426 "center" . . . . . . . 2 1
10007163 10007163 "Female" "Hispanic" 74.63 "Fall first-grade" -0.866 "center" 45 54.748 94.3754 41.8353 10 91 448 2 1
10007243 10007243 "Male" "White" . "Fall first-grade" 1.246 "non-relative" . . . . . . . 2 1
10007421 10007421 "Female" "White" 75.95 "Fall first-grade" -0.068 "center" 9 34.3679 53.5908 32.2229 8 67 403 2 1
10007453 10007453 "Male" "White" . "Fall first-grade" 0.9152 "center" 12 . . . . . . 2 1
10007549 10007549 "Male" "White" . "Fall first-grade" 0.1604 "none" 24 . . . . . . 2 1
10007567 10007567 "Female" "White" . "Fall first-grade" 0.3299 "center" . . . . . . . 2 1
10007614 10007614 "Female" "Hispanic" . "Fall first-grade" -0.983 "relative" 17 . . . . . . 2 1
10007701 10007701 "Female" "Black" . "Fall first-grade" -0.428 "none" 11 . . . . . . 2 1
10007907 10007907 "Female" "White" . "Fall first-grade" 0.3874 "none" . . . . . . . 2 1
10007964 10007964 "Female" "Hispanic" 78.12 "Fall first-grade" -1.18 "non-relative" 15 51.3696 63.278 29.0241 18 100 470 2 1
10007986 10007986 "Female" "Hispanic" 73.94 "Fall first-grade" -0.257 "center" 38 52.7065 69.729 36.2555 15 109 476 2 1
10008018 10008018 "Female" "White" . "Fall first-grade" 1.956 "center" . . . . . . . 2 1
10008021 10008021 "Female" "White" . "Fall first-grade" . . 23 . . . . . . 2 1
10008088 10008088 "Female" "Black" . "Fall first-grade" . . 31 . . . . . . 2 1
10008094 10008094 "Male" "other" 75.19 "Fall first-grade" -0.748 "center" 15 47.8634 67.6969 39.7671 15 117 489 2 1
10008170 10008170 "Female" "Hispanic" . "Fall first-grade" . . 6 . . . . . . 2 1
10008207 10008207 "Male" "White" . "Fall first-grade" 0.2602 "non-relative" . . . . . . . 2 1
10008354 10008354 "Male" "White" . "Fall first-grade" -0.268 "center" 27 . . . . . . 2 1
10008357 10008357 "Male" "Hispanic" . "Fall first-grade" -1.31 "none" 23 . . . . . . 2 1
10008385 10008385 "Male" "Asian" . "Fall first-grade" 0.858 . 8 . . . . . . 2 1
10008409 10008409 "Female" "White" . "Fall first-grade" -0.344 "center" 23 . . . . . . 2 1
10008520 10008520 "Male" "White" . "Fall first-grade" 0.0076 "center" 5 . . . . . . 2 1
10008551 10008551 "Male" "other" 74.07 "Fall first-grade" -0.089 "none" 45 61.6369 72.1673 29.5247 15 73 410 2 1
10008559 10008559 "Female" "Hispanic" 74.63 "Fall first-grade" -0.64 "relative" 24 63.4717 75.843 28.2876 18 91 448 2 1
10008628 10008628 "Female" "White" . "Fall first-grade" 1.413 "center" 21 . . . . . . 2 1
10008636 10008636 "Female" "Hispanic" . "Fall first-grade" -0.934 "center" 10 . . . . . . 2 1
10008682 10008682 "Male" "White" . "Fall first-grade" -0.192 "center" . . . . . . . 2 1
10008689 10008689 "Female" "White" . "Fall first-grade" -1.4 "center" 24 . . . . . . 2 1
10008755 10008755 "Female" "Black" 75.22 "Fall first-grade" -1.12 "center" 30 50.0953 77.2854 22.8755 15 80 426 2 1
10008767 10008767 "Female" "Hispanic" . "Fall first-grade" 0.2867 "center" . . . . . . . 2 1
10008789 10008789 "Female" "White" . "Fall first-grade" 0.1905 "center" 36 . . . . . . 2 1
10008791 10008791 "Female" "White" . "Fall first-grade" 0.6497 "center" 8 . . . . . . 2 1
10008910 10008910 "Male" "Hispanic" 84.92 "Fall first-grade" . . 38 45.9798 59.8826 22.6141 16 59 410 2 1
10008925 10008925 "Male" "Asian" . "Fall first-grade" -0.655 "center" 14 . . . . . . 2 1
10009000 10009000 "Female" "White" . "Fall first-grade" . . . . . . . . . 2 1
10009092 10009092 "Female" "White" . "Fall first-grade" -0.408 "none" 30 . . . . . . 2 1
10009106 10009106 "Female" "White" . "Fall first-grade" 0.121 "center" 22 . . . . . . 2 1
10009125 10009125 "Male" "Black" 78.48 "Fall first-grade" 0.0152 "center" 26 42.1265 56.2005 32.8786 15 64 403 2 1
10009198 10009198 "Male" "Hispanic" . "Fall first-grade" -0.561 "center" 24 . . . . . . 2 1
10009218 10009218 "Male" "White" . "Fall first-grade" -0.912 "center" 35 . . . . . . 2 1
10009313 10009313 "Female" "Hispanic" . "Fall first-grade" -1.4 . 4 . . . . . . 2 1
10009349 10009349 "Female" "Black" 80.02 "Fall first-grade" . . 31 34.2293 59.4404 35.8798 16 94 462 2 1
10009576 10009576 "Male" "Asian" . "Fall first-grade" . . 36 . . . . . . 2 1
10009597 10009597 "Male" "White" . "Fall first-grade" -1.3 "center" 30 . . . . . . 2 1
10009824 10009824 "Female" "Black" 83.31 "Fall first-grade" -0.226 . 34 42.3639 62.5612 33.6642 14 76 435 2 1
10010003 10010003 "Male" "White" . "Fall first-grade" -0.278 "relative" 9 . . . . . . 2 1
10010029 10010029 "Male" "Black" . "Fall first-grade" -0.957 "center" 22 . . . . . . 2 1
10010046 10010046 "Female" "Black" . "Fall first-grade" 0.975 "center" . . . . . . . 2 1
10010165 10010165 "Male" "Hispanic" 74.66 "Fall first-grade" 1.207 "center" 9 45.4128 73.6542 50.3797 17 112 483 2 1
10010171 10010171 "Female" "White" . "Fall first-grade" -0.169 "center" 29 . . . . . . 2 1
10010295 10010295 "Female" "White" 83.74 "Fall first-grade" 0.4912 "center" 10 75.9174 92.3303 52.2941 18 110 489 2 1
10010296 10010296 "Female" "White" . "Fall first-grade" -0.584 "center" 39 . . . . . . 2 1
10010309 10010309 "Male" "Black" . "Fall first-grade" -0.705 "relative" 23 . . . . . . 2 1
10010342 10010342 "Male" "White" . "Fall first-grade" 0.974 "none" 10 . . . . . . 2 1
10010358 10010358 "Female" "Hispanic" . "Fall first-grade" -1.03 "center" 24 . . . . . . 2 1
10010425 10010425 "Female" "Black" . "Fall first-grade" -1.81 "none" 41 . . . . . . 2 1
10010426 10010426 "Male" "Black" . "Fall first-grade" 0.5035 "center" . . . . . . . 2 1
10010490 10010490 "Male" "White" 74.96 "Fall first-grade" 0.1338 "center" 7 28.5163 56.434 22.8848 5 68 403 2 1
10010511 10010511 "Female" "other" . "Fall first-grade" -0.379 "relative" 13 . . . . . . 2 1
10010522 10010522 "Male" "Asian" . "Fall first-grade" . . 29 . . . . . . 2 1
10010538 10010538 "Female" "White" 79.53 "Fall first-grade" 1.248 "none" 17 86.0316 108.3152 46.0516 14 95 462 2 1
10010622 10010622 "Male" "White" . "Fall first-grade" -0.369 "center" 4 . . . . . . 2 1
10010717 10010717 "Female" "White" . "Fall first-grade" 0.1524 "center" 28 . . . . . . 2 1
10010887 10010887 "Female" "White" . "Fall first-grade" -0.01 "center" 8 . . . . . . 2 1
10010907 10010907 "Female" "White" . "Fall first-grade" 0.6418 "none" 25 . . . . . . 2 1
10010950 10010950 "Male" "Hispanic" . "Fall first-grade" -0.951 "center" . . . . . . . 2 1
10010984 10010984 "Female" "White" . "Fall first-grade" -0.513 "non-relative" 7 . . . . . . 2 1
10011045 10011045 "Female" "Black" . "Fall first-grade" -0.164 "center" 38 . . . . . . 2 1
10011073 10011073 "Female" "White" . "Fall first-grade" -0.396 . 23 . . . . . . 2 1
10011434 10011434 "Male" "White" . "Fall first-grade" -0.01 "none" 13 . . . . . . 2 1
10011448 10011448 "Female" "White" . "Fall first-grade" 0.6218 "relative" 17 . . . . . . 2 1
10011490 10011490 "Male" "Hispanic" . "Fall first-grade" 0.2458 "center" 11 . . . . . . 2 1
10011609 10011609 "Female" "White" . "Fall first-grade" 0.8382 "center" . . . . . . . 2 1
10011832 10011832 "Female" "Hispanic" . "Fall first-grade" -0.328 "center" 21 . . . . . . 2 1
10011871 10011871 "Female" "Hispanic" . "Fall first-grade" -0.164 "center" . . . . . . . 2 1
10011937 10011937 "Male" "White" . "Fall first-grade" -0.062 . 30 . . . . . . 2 1
10012130 10012130 "Male" "White" . "Fall first-grade" -0.165 "center" 10 . . . . . . 2 1
10012208 10012208 "Male" "White" 74.33 "Fall first-grade" 0.3874 . 45 116.8687 113.3907 42.9344 17 118 489 2 1
10012214 10012214 "Female" "White" . "Fall first-grade" -1.3 "center" 39 . . . . . . 2 1
10012240 10012240 "Male" "Hispanic" 78.18 "Fall first-grade" -0.578 "relative" 17 61.1408 70.2954 35.3118 18 95 462 2 1
10012268 10012268 "Female" "Hispanic" 84.07 "Fall first-grade" . . 38 59.1568 69.5481 21.9856 18 115 496 2 1
10012369 10012369 "Male" "Hispanic" . "Fall first-grade" -1.35 "none" 24 . . . . . . 2 1
10012397 10012397 "Male" "Hispanic" . "Fall first-grade" -0.828 "center" . . . . . . . 2 1
10012495 10012495 "Male" "Black" . "Fall first-grade" . . 24 . . . . . . 2 1
10012566 10012566 "Male" "other" . "Fall first-grade" -1.17 "center" 26 . . . . . . 2 1
10012599 10012599 "Male" "White" 73.41 "Fall first-grade" -0.716 "center" 30 46.2153 91.3163 43.7576 18 105 470 2 1
10012625 10012625 "Male" "White" . "Fall first-grade" 0.0515 "center" 11 . . . . . . 2 1
10012669 10012669 "Male" "White" . "Fall first-grade" 0.7688 "non-relative" 6 . . . . . . 2 1
10012690 10012690 "Male" "White" . "Fall first-grade" 0.0794 . . . . . . . . 2 1
10012695 10012695 "Female" "Black" . "Fall first-grade" 1.068 "center" . . . . . . . 2 1
